번호,자전거보관소명,위도,경도,보관대수,관리기관명,관리기관전화번호
290,지상철 학정역,35.951639,128.559301,4,대구 북구청,053-665-2915
291,지상철 칠곡경대병원역,35.958905,128.560084,4,대구 북구청,053-665-2915
292,경북외국어대정문앞,35.95961,128.561131,1,대구 북구청,053-665-2915
293,학남중학교,35.945661,128.570437,7,대구 북구청,053-665-2915
294,동천동905-2,35.945661,128.558543,1,대구 북구청,053-665-2915
295,동천역,35.94293,128.558543,5,대구 북구청,053-665-2915
296,대천로92,35.937505,128.55668,2,대구 북구청,053-665-2915
297,팔거역,35.936844,128.559145,17,대구 북구청,053-665-2915
298,동천동 T월드,35.943531,128.560373,1,대구 북구청,053-665-2915
299,동천성당 아래,35.942113,128.557451,1,대구 북구청,053-665-2915
300,대동교 좌안,35.93791,128.556951,1,대구 북구청,053-665-2915
301,거동교 좌안,35.945832,128.555076,1,대구 북구청,053-665-2915
302,동천육교(서편),35.942829,128.563166,4,대구 북구청,053-665-2915
303,국민은행(동천동지점),35.941963,128.563317,2,대구 북구청,053-665-2915
304,동천동사무소,35.937205,128.557883,2,대구 북구청,053-665-2915
305,대구축산농협 북대구지사,35.933727,128.548937,2,대구 북구청,053-665-2915
306,삼일빌라 앞,35.953558,128.553318,5,대구 북구청,053-665-2915
307,"구수산 도서관 동편 담벽, 별관 주차장",35.938985,128.552436,4,대구 북구청,053-665-2915
308,읍내동 동아아울렛 앞,35.933589,128.548932,2,대구 북구청,053-665-2915
309,"읍내동행정복지센터앞, 주차장내",35.946197,128.550618,1,대구 북구청,053-665-2915
310,칠곡중학교 정문 서편,35.949039,128.550988,5,대구 북구청,053-665-2915
311,관음제2공영주차장 내,35.942923,128.546202,2,대구 북구청,053-665-2915
312,동산약국 앞,35.93661,128.548715,1,대구 북구청,053-665-2915
313,북구건강가정지원센터 앞,35.938012,128.548965,1,대구 북구청,053-665-2915
314,관음초등학교 뒤편(관음동자율방범대 앞),35.939266,128.547317,3,대구 북구청,053-665-2915
315,관음초등학교 정문 앞(관음제1공영주차장),35.940927,128.545225,3,대구 북구청,053-665-2915
316,알파문구 앞,35.935518,128.548811,1,대구 북구청,053-665-2915
317,강북노인복지회관 앞,35.936267,128.54785,5,대구 북구청,053-665-2915
318,대구은행 칠곡점 앞,35.936044,128.548503,1,대구 북구청,053-665-2915
319,"어울아트센터 내(2층 지상 주차장, 소공연장 입구)",35.934591,128.546645,1,대구 북구청,053-665-2915
320,강북중(남편)사계절 어린이 공원,35.939253,128.564956,3,대구 북구청,053-665-2915
321,동천육교(동편),35.942431,128.563847,2,대구 북구청,053-665-2915
322,동평중 네거리,35.937034,128.562626,6,대구 북구청,053-665-2915
323,강북중학교,35.938557,128.564852,7,대구 북구청,053-665-2915
324,구암동 산 104,35.92362,128.55746,1,대구 북구청,053-665-2915
325,구암역,35.926032,128.550398,4,대구 북구청,053-665-2915
326,지상철 운암역,35.931676,128.554568,9,대구 북구청,053-665-2915
327,솔밭공원,35.932588,128.563779,3,대구 북구청,053-665-2915
328,남다른 감자탕 옆,35.944049,128.564585,1,대구 북구청,053-665-2915
329,함지고 서편,35.927976,128.560396,1,대구 북구청,053-665-2915
330,함지고 서편,35.927976,128.560396,3,대구 북구청,053-665-2915
331,칠곡농협 운암지점,35.942026,128.563791,2,대구 북구청,053-665-2915
332,운암중학교 북편도로 좌측,35.932948,128.565227,1,대구 북구청,053-665-2915
333,대구은행 구암지점,35.94357,128.564076,1,대구 북구청,053-665-2915
334,운암고교 앞,35.939094,128.563724,7,대구 북구청,053-665-2915
335,구암동 654-1,35.931406,128.5553,3,대구 북구청,053-665-2915
336,구암성당 앞,35.929581,128.561568,1,대구 북구청,053-665-2915
337,운암지 앞,35.932537,128.567407,7,대구 북구청,053-665-2915
338,구암동 행정복지센터앞,35.939123,128.566108,3,대구 북구청,053-665-2915
339,왕비병 공주병 앞,35.943954,128.564628,1,대구 북구청,053-665-2915
340,운암중학교 서편 공원내,35.932974,128.565291,2,대구 북구청,053-665-2915
341,구암초등학교 북편,35.928349,128.557413,8,대구 북구청,053-665-2915
342,태전2동행정복지센터,35.921461,128.548798,1,대구 북구청,053-665-2915
343,한국SGI 앞,35.921844,128.547164,2,대구 북구청,053-665-2915
344,매천역,35.913034,128.54331,6,대구 북구청,053-665-2915
345,태전역,35.919239,128.547364,3,대구 북구청,053-665-2915
346,칠곡네오시티프라자앞,35.932331,128.548826,3,대구 북구청,053-665-2915
347,강북고용지원센터 앞,35.92403,128.547319,2,대구 북구청,053-665-2915
348,칠곡농협태전지점건너,35.913827,128.548185,2,대구 북구청,053-665-2915
349,칠곡농협 태전지점앞,35.913886,128.548931,2,대구 북구청,053-665-2915
350,대구과학대 버스정류장(2),35.930707,128.547761,1,대구 북구청,053-665-2915
351,대구은행 태전동지점앞,35.923606,128.546731,1,대구 북구청,053-665-2915
352,대구과학대 정문앞,35.928998,128.544584,3,대구 북구청,053-665-2915
353,칠곡네거리 (구 강북네거리),35.932772,128.548077,1,대구 북구청,053-665-2915
354,태전삼거리 버스정류장 앞,35.921176,128.546553,1,대구 북구청,053-665-2915
355,지상철 팔달역,35.897646,128.546926,6,대구 북구청,053-665-2915
356,지상철 매천시장역,35.904146,128.545617,3,대구 북구청,053-665-2915
357,관문동 주민센터 앞,35.901582,128.541986,1,대구 북구청,053-665-2915
358,매천초등학교 정문 앞,35.912734,128.542494,1,대구 북구청,053-665-2915
359,칠곡 대구공동어시장앞,35.902673,128.540798,2,대구 북구청,053-665-2915
360,칠곡농협 매천지점앞,35.908121,128.541882,2,대구 북구청,053-665-2915
361,매천시장입구,35.903622,128.546445,1,대구 북구청,053-665-2915
362,팔달육교,35.898773,128.548105,2,대구 북구청,053-665-2915
363,조야 경로당 앞,35.91159,128.576878,1,대구 북구청,053-665-2915
364,무태조야동 행정복지센터 앞,35.921376,128.597116,1,대구 북구청,053-665-2915
365,경북대 담장쪽,35.886361,128.612227,1,대구 북구청,053-665-2915
366,경북대 담장쪽,35.886359,128.612671,1,대구 북구청,053-665-2915
367,대현동행정복지센터앞,35.881916,128.605197,1,대구 북구청,053-665-2915
368,대현교육문화센터 앞,35.883656,128.608871,1,대구 북구청,053-665-2915
369,장미공원 주차장 입구,35.893453,128.617556,2,대구 북구청,053-665-2915
370,복현종합시장 입구,35.893104,128.62058,1,대구 북구청,053-665-2915
371,농협 앞,35.895347,128.167783,1,대구 북구청,053-665-2915
372,복현 다이소 앞,35.892581,128.621665,1,대구 북구청,053-665-2915
373,산격4동 주민센터 앞,35.892712,128.604134,1,대구 북구청,053-665-2915
374,북구희망나눔 푸드마캣 앞,35.891902,128.602653,1,대구 북구청,053-665-2915
375,시청별관앞 꽃보라동산,35.890205,128.59966,5,대구 북구청,053-665-2915
376,산격중학교 삼거리 옆,35.900023,128.609386,1,대구 북구청,053-665-2915
377,산격종합시장 입구,35.899341,128.610812,1,대구 북구청,053-665-2915
378,경북대학교 북문,35.893102,128.610145,1,대구 북구청,053-665-2915
379,경북대학교 북문,35.8933,128.610366,1,대구 북구청,053-665-2915
380,대명과학상사 앞,35.908013,128.616799,1,대구 북구청,053-665-2915
381,유통단지 NC아울렛 서편 공영주차장 앞,35.90406,128.609086,1,대구 북구청,053-665-2915
382,유통단지 NC아울렛 앞,35.905707,128.611253,1,대구 북구청,053-665-2915
383,유통단지 섬유제품관 앞,35.906657,128.610581,1,대구 북구청,053-665-2915
384,유통단지 전자도매상가 앞,35.905465,128.605169,1,대구 북구청,053-665-2915
385,국민은행 유통단지점 앞,35.908322,128.609467,1,대구 북구청,053-665-2915
386,유통단지 전자관 앞,35.906415,128.607419,1,대구 북구청,053-665-2915
387,유통단지 신기공원 앞,35.907087,128.608832,1,대구 북구청,053-665-2915
388,유통단지 산업용재관 22동 앞,35.904877,128.607068,1,대구 북구청,053-665-2915
389,유통단지 산업용재관 31동 앞,35.904193,128.607531,1,대구 북구청,053-665-2915
390,북구청소년회관 앞,35.905574,128.616298,3,대구 북구청,053-665-2915
391,노원동 행정복지센터,35.890251,128.576284,1,대구 북구청,053-665-2915
392,지상철 원대역,35.888077,128.573714,1,대구 북구청,053-665-2915
393,지상철 팔달시장역,35.889063,128.567101,4,대구 북구청,053-665-2915
394,오봉로 1,35.88799,128.575931,5,대구 북구청,053-665-2915
395,노원동3가 MG새마을금고 앞,35.889401,128.565066,1,대구 북구청,053-665-2915
396,노원동3가 만평네거리 교통섬,35.88991,128.561792,6,대구 북구청,053-665-2915
397,지상철 공단역,35.891704,128.554542,3,대구 북구청,053-665-2915
398,지상철 공단역,35.892808,128.553107,2,대구 북구청,053-665-2915
399,침산새마을금고 앞,35.890394,128.586952,2,대구 북구청,053-665-2915
400,북부경찰서 내,35.886218,128.583271,2,대구 북구청,053-665-2915
401,북구보건복지센터 앞,35.891746,128.589199,3,대구 북구청,053-665-2915
402,다빈치타워 앞,35.889234,128.586182,2,대구 북구청,053-665-2915
403,포브스타워 앞,35.889195,128.586354,1,대구 북구청,053-665-2915
404,포브스타워 앞,35.889219,128.586266,1,대구 북구청,053-665-2915
405,오봉오거리(서),35.890088,128.583671,1,대구 북구청,053-665-2915
406,오봉오거리(동),35.890088,128.583671,1,대구 북구청,053-665-2915
407,엠비프라자 앞,35.888241,128.59103,1,대구 북구청,053-665-2915
408,엠비프라자 앞,35.888012,128.591296,1,대구 북구청,053-665-2915
409,침산3동행정복지센터앞,35.891919,128.589351,1,대구 북구청,053-665-2915
410,대구은행북구청 앞,35.88589,128.582318,1,대구 북구청,053-665-2915
411,북구청 민원실 앞,35.890593,128.585509,4,대구 북구청,053-665-2915
412,침산초등학교 남(동)편,35.891695,128.586578,4,대구 북구청,053-665-2915
413,침산초등학교 남(서)편,35.888897,128.588401,2,대구 북구청,053-665-2915
414,침산초등학교 동편,35.891695,128.586578,3,대구 북구청,053-665-2915
415,침산중학교 남편,35.888897,128.588401,6,대구 북구청,053-665-2915
416,침산2차청구 남편,35.889093,128.587486,3,대구 북구청,053-665-2915
417,북부도서관 앞,35.884789,128.584105,6,대구 북구청,053-665-2915
418,국민건강보험 대구북부지사 앞,35.887435,128.597529,1,대구 북구청,053-665-2915
419,침산푸르지오 북대구농협 앞,35.889235,128.591609,3,대구 북구청,053-665-2915
420,침산네거리 하나은행 앞,35.888895,128.592002,3,대구 북구청,053-665-2915
421,팔달로 175,35.888947,128.56938,1,대구 북구청,053-665-2915
422,침산남로 138,35.888128,128.590708,1,대구 북구청,053-665-2915
423,침산3동 경로당 앞,35.891562,128.586804,1,대구 북구청,053-665-2915
424,사수동 812번지,35.901373,128.513743,1,대구 북구청,053-665-2915
425,함지노인복지회관,35.942898,128.57032,2,대구 북구청,053-665-2915
426,침산교회 앞,35.888534,128.578132,2,대구 북구청,053-665-2915
427,관음동 행정복지센터,35.944319,128.547406,1,대구 북구청,053-665-2915
428,무태네거리 정류장,35.915152,128.599307,1,대구 북구청,053-665-2915
429,금천그린피아 앞,35.890585,128.587004,1,대구 북구청,053-665-2915
430,세븐엘레븐 앞,35.886313,128.587004,1,대구 북구청,053-665-2915
431,다모아헤어 앞,35.887837,128.575656,1,대구 북구청,053-665-2915
432,동산정형외과 의원 앞,35.884292,128.581997,3,대구 북구청,053-665-2915
433,복현청구타운 앞,35.90105,128.615987,4,대구 북구청,053-665-2915
434,복현초교~명문세가 상가,35.89854,128.621867,2,대구 북구청,053-665-2915
435,복현오거리 신한은행 앞,35.897964,128.616049,1,대구 북구청,053-665-2915
436,대불노인복지회관,35.892791,128.621476,4,대구 북구청,053-665-2915
437,신천역 2번 출입구,35.874606,128.617119,2,대구광역시 동구청,053-662-3014
438,신천역 5번 출입구,35.874293,128.617918,2,대구광역시 동구청,053-662-3014
439,신천역 6번 출입구,35.874621,128.618056,1,대구광역시 동구청,053-662-3014
440,신천역 7번 출입구,35.874827,128.618069,2,대구광역시 동구청,053-662-3014
441,신천역 8번 출입구,35.874961,128.617516,2,대구광역시 동구청,053-662-3014
442,동대구광역시역 1번 출입구,35.884485,128.632501,8,대구광역시 동구청,053-662-3014
443,큰고개역 3번 출입구,35.884645,128.632308,3,대구광역시 동구청,053-662-3014
444,큰고개역 4번 출입구,35.887155,128.639521,2,대구광역시 동구청,053-662-3014
445,아양교역 1번 출입구,35.887389,128.640149,3,대구광역시 동구청,053-662-3014
446,아양교역 4번 출입구,35.887158,128.640237,2,대구광역시 동구청,053-662-3014
447,아양교역 3번 출입구,35.887017,128.639818,3,대구광역시 동구청,053-662-3014
448,아양교역 2번 출입구,35.887012,128.639961,1,대구광역시 동구청,053-662-3014
449,아양교역 2번 출입구,35.886915,128.639628,3,대구광역시 동구청,053-662-3014
450,신암5동 고려e스쿨 앞,35.887158,128.639562,2,대구광역시 동구청,053-662-3014
451,동촌역 자전거 주차장,35.887026,128.639957,1,대구광역시 동구청,053-662-3014
452,동촌로 입석중학교 정문,35.891407,128.644523,5,대구광역시 동구청,053-662-3014
453,동대구광역시우체국 앞,35.891921,128.6442444,4,대구광역시 동구청,053-662-3014
454,명인약국 앞,35.889823,128.6478535,1,대구광역시 동구청,053-662-3014
455,현대차 방촌영업소 앞,35.888988,128.648873,1,대구광역시 동구청,053-662-3014
456,새마을금고 동촌점 앞,35.88775201,128.650924,1,대구광역시 동구청,053-662-3014
457,동구 보건소 앞,35.887956,128.651063,2,대구광역시 동구청,053-662-3014
458,마이홈 빌라트 앞,35.885632,128.654921,1,대구광역시 동구청,053-662-3014
459,동촌역 현수막게시대 앞,35.887335,128.651806,2,대구광역시 동구청,053-662-3014
460,홈플러스 동촌점 앞,35.885607,128.655318,9,대구광역시 동구청,053-662-3014
461,용비어천가 사우나 앞,35.885083,128.656274,2,대구광역시 동구청,053-662-3014
462,지성주유소 뒷편,35.884438,128.657984,2,대구광역시 동구청,053-662-3014
463,동촌초등학교 육교 밑,35.883605,128.658515,2,대구광역시 동구청,053-662-3014
464,해안역 2번 출입구,35.883547,128.658987,8,대구광역시 동구청,053-662-3014
465,해안역 4번 출입구,35.883643,128.659747,4,대구광역시 동구청,053-662-3014
466,해안역 3번 출입구,35.883414,128.659694,3,대구광역시 동구청,053-662-3014
467,안심역2번 출입구,35.871317,128.7337712,4,대구광역시 동구청,053-662-3014
468,안심역3번 출입구,35.871089,128.733748,4,대구광역시 동구청,053-662-3014
469,안심역4번 출입구,35.871338,128.734476,4,대구광역시 동구청,053-662-3014
470,안심역5번 출입구,35.87128148,128.734351,1,대구광역시 동구청,053-662-3014
471,현대자동차 동촌영업소 앞,35.892201,128.643191,2,대구광역시 동구청,053-662-3014
472,불로우방맨션 101동 앞,35.900853,128.631235,2,대구광역시 동구청,053-662-3014
473,국민은행 신암동지점 앞,35.881801,128.617833,1,대구광역시 동구청,053-662-3014
474,새마을금고 동구 본점,35.880274,128.619267,2,대구광역시 동구청,053-662-3014
475,율하역 5번 출입구,35.869736,128.693114,4,대구광역시 동구청,053-662-3014
476,효목고가차도 A1 지점,35.88649171,128.631481,4,대구광역시 동구청,053-662-3014
477,팔공노인복지회관 앞,35.887394,128.630989,5,대구광역시 동구청,053-662-3014
478,동광교회 앞,35.875086,128.615689,1,대구광역시 동구청,053-662-3014
479,중원한의원 앞,35.868026,128.616769,1,대구광역시 동구청,053-662-3014
480,청구중학교 후문,35.868547,128.619339,2,대구광역시 동구청,053-662-3014
481,청구고등학교 정문,35.867593,128.621201,1,대구광역시 동구청,053-662-3014
482,지저 팔공아파트 앞,35.893759,128.637194,2,대구광역시 동구청,053-662-3014
483,측백나무숲 주차장,35.918563,128.661852,2,대구광역시 동구청,053-662-3014
484,도동주민센터,35.910065,128.65013,1,대구광역시 동구청,053-662-3014
485,불로동 치안센터 앞,35.909601,128.6416294,7,대구광역시 동구청,053-662-3014
486,불로시장 내 공중화장실,35.909759,128.642211,3,대구광역시 동구청,053-662-3014
487,불로고분 주차장 내,35.913912,128.643883,2,대구광역시 동구청,053-662-3014
488,경부고속도로 불로교 하단,35.916748,128.643872,2,대구광역시 동구청,053-662-3014
489,봉무공원 주차장,35.920173,128.6473981,2,대구광역시 동구청,053-662-3014
490,봉무공원내,35.92017148,128.649974,1,대구광역시 동구청,053-662-3014
491,이시아폴리스2차202동 버스승강장,35.926249,128.641462,1,대구광역시 동구청,053-662-3014
492,이사아폴리스1차102동 버스승강장,35.925642,128.641151,1,대구광역시 동구청,053-662-3014
493,금호강 둔치 주차장 계단,35.879004,128.659906,1,대구광역시 동구청,053-662-3014
494,금호강 둔치 축구장,35.880244,128.6589769,1,대구광역시 동구청,053-662-3014
495,화랑교 밑 금호강둔치 게이트볼장,35.877008,128.661717,1,대구광역시 동구청,053-662-3014
496,우방강촌 대백마트 앞,35.876763,128.668767,4,대구광역시 동구청,053-662-3014
497,동촌역 자전거 주차장,35.885914,128.650174,149,대구광역시 동구청,053-662-3014
498,한국신경외과 의원 앞,35.873913,128.695564,9,대구광역시 동구청,053-662-3014
499,떡사랑방 앞,35.871291,128.705954,7,대구광역시 동구청,053-662-3014
500,지저경로당,35.896439,128.636554,7,대구광역시 동구청,053-662-3014
501,율하 수약국,35.867129,128.696234,8,대구광역시 동구청,053-662-3014
502,안심주공1단지 육교 앞,35.866217,128.697964,18,대구광역시 동구청,053-662-3014
503,방촌SK직영점 앞,35.882399,128.663893,9,대구광역시 동구청,053-662-3014
504,입석중학교 앞,35.891184,128.644383,30,대구광역시 동구청,053-662-3014
505,대구가톨릭정형외과,35.88215882,128.663255,7,대구광역시 동구청,053-662-3014
506,권내과의원,35.882104,128.663408,9,대구광역시 동구청,053-662-3014
507,팔공노인복지관 앞,35.887442,128.630995,7,대구광역시 동구청,053-662-3014
508,덕원빌딩 앞,35.888983,128.648556,7,대구광역시 동구청,053-662-3014
509,동촌새마을금고 앞,35.88775201,128.650816,6,대구광역시 동구청,053-662-3014
510,방촌초등학교 앞,35.880489,128.663233,7,대구광역시 동구청,053-662-3014
511,동광빌딩 앞,35.889929,128.647857,6,대구광역시 동구청,053-662-3014
512,안심도서관,35.866645,128.691839,41,대구광역시 동구청,053-662-3014
513,농협방촌지점버스승강장,35.881954,128.666886,6,대구광역시 동구청,053-662-3014
514,새마을 금고 앞,35.880227,128.619183,6,대구광역시 동구청,053-662-3014
515,동촌유원지 서편주차장,35.879747,128.649483,20,대구광역시 동구청,053-662-3014
516,방촌동우체국 앞,35.880867,128.666164,10,대구광역시 동구청,053-662-3014
517,롯데리아 앞,35.868285,128.702201,4,대구광역시 동구청,053-662-3014
518,신기중학교 뒤 안심체육공원,35.860032,128.694169,3,대구광역시 동구청,053-662-3014
519,율하체육공원 테니스장 내,35.860005,128.694378,4,대구광역시 동구청,053-662-3014
520,율하체육공원 공중화장실,35.870227,128.621203,2,대구광역시 동구청,053-662-3014
521,기독사회복지관 앞,35.887004,128.639172,2,대구광역시 동구청,053-662-3014
522,금마루 식당 주차장 앞,35.877041,128.667322,2,대구광역시 동구청,053-662-3014
523,고려e스쿨 앞,35.882097,128.671761,1,대구광역시 동구청,053-662-3014
524,두메산골식당 앞,35.882283,128.663808,1,대구광역시 동구청,053-662-3014
525,해안동 주민센터 앞,35.873517,128.700552,1,대구광역시 동구청,053-662-3014
526,대구광역시사랑교회 앞,35.882267,128.663815,1,대구광역시 동구청,053-662-3014
527,율하 저탄장 입구,35.87287404,128.700605,1,대구광역시 동구청,053-662-3014
528,반야월역사 작은도서관 내,35.872335,128.724619,1,대구광역시 동구청,053-662-3014
529,각산역2번 출입구,35.867842,128.724242,1,대구광역시 동구청,053-662-3014
530,대구광역시은행 율하지점,35.863284,128.698407,1,대구광역시 동구청,053-662-3014
531,동구새마을금고,35.880269,128.619276,1,대구광역시 동구청,053-662-3014
532,대구광역시선 아양공원 입구,35.891269,128.639626,2,대구광역시 동구청,053-662-3014
533,지저동주민센터 내,35.893515,128.638326,1,대구광역시 동구청,053-662-3014
534,반야월역3번 출입구,35.865841,128.714089,1,대구광역시 동구청,053-662-3014
535,동대구광역시맨션 앞,35.882208,128.625425,1,대구광역시 동구청,053-662-3014
536,동촌지구대 내,35.886562,128.648783,1,대구광역시 동구청,053-662-3014
537,한국신경외과,35.873723,128.6956181,1,대구광역시 동구청,053-662-3014
538,위남마을 입구 버스승강장,35.927802,128.641228,1,대구광역시 동구청,053-662-3014
539,지저경로당 내,35.896367,128.6365546,1,대구광역시 동구청,053-662-3014
540,세광빌딩 앞,35.861963,128.701589,1,대구광역시 동구청,053-662-3014
541,우진빌딩 앞,35.882074,128.618518,1,대구광역시 동구청,053-662-3014
542,KB국민은행 앞,35.867934,128.724565,2,대구광역시 동구청,053-662-3014
543,안심3.4동 사무소1,35.870521,128.710836,10,대구광역시 동구청,053-662-3014
544,안심3.4동 사무소2,35.870521,128.710836,7,대구광역시 동구청,053-662-3014
545,율하롯데 아울렛 2단 주차장,35.86846302,128.6933316,120,대구광역시 동구청,053-662-3014
546,율하초등학교 앞,35.868128,128.701394,10,대구광역시 동구청,053-662-3014
547,방촌 대구광역시가톨릭외과 앞,35.882308,128.663364,1,대구광역시 동구청,053-662-3014
548,방촌 허약국 앞,35.882247,128.663516,3,대구광역시 동구청,053-662-3014
549,다모아 책문구 앞,35.879878,128.669613,2,대구광역시 동구청,053-662-3014
550,방촌역 2번 출입구,35.87955952,128.669617,3,대구광역시 동구청,053-662-3014
551,방촌역 3번 출입구,35.879429,128.670223,1,대구광역시 동구청,053-662-3014
552,방촌역 4번 출입구,35.879493,128.670365,1,대구광역시 동구청,053-662-3014
553,조은약국 앞,35.879703,128.670316,1,대구광역시 동구청,053-662-3014
554,진명학원 방촌점 앞,35.879783,128.6708802,2,대구광역시 동구청,053-662-3014
555,용계역2번 출입구,35.879541,128.670829,1,대구광역시 동구청,053-662-3014
556,용계역1번 출입구,35.876275,128.680963,6,대구광역시 동구청,053-662-3014
557,율하역 방향 율하남교,35.876541,128.681051,1,대구광역시 동구청,053-662-3014
558,율하역 3번 출입구,35.870682,128.691488,9,대구광역시 동구청,053-662-3014
559,율하역 4번 출입구,35.86846302,128.6933316,11,대구광역시 동구청,053-662-3014
560,율하역 5번 버스승강장,35.869105,128.693775,2,대구광역시 동구청,053-662-3014
561,율하수약국 앞,35.867195,128.696258,3,대구광역시 동구청,053-662-3014
562,안심주공 1단지 101동 앞,35.86575807,128.696667,4,대구광역시 동구청,053-662-3014
563,버스승강장 앞,35.867285,128.698031,2,대구광역시 동구청,053-662-3014
564,신기역2번 출입구,35.866516,128.702053,3,대구광역시 동구청,053-662-3014
565,신기역3번 출입구,35.866454,128.702777,7,대구광역시 동구청,053-662-3014
566,율하초등 앞 공원,35.866929,128.701122,2,대구광역시 동구청,053-662-3014
567,안심화성타운101동 앞,35.866696,128.703434,1,대구광역시 동구청,053-662-3014
568,신기역 4번 신기중학교 앞,35.866754,128.702792,1,대구광역시 동구청,053-662-3014
569,신기역 버스승강장 앞,35.866488,128.702462,5,대구광역시 동구청,053-662-3014
570,반야월역3번 출입구,35.865826,128.714048,2,대구광역시 동구청,053-662-3014
571,반야월역2번 출입구,35.865832,128.713186,2,대구광역시 동구청,053-662-3014
572,반야월역1번 출입구,35.866094,128.713229,4,대구광역시 동구청,053-662-3014
573,반야월역4번 출입구,35.866057,128.713962,2,대구광역시 동구청,053-662-3014
574,각산역2번 출입구,35.867834,128.724217,5,대구광역시 동구청,053-662-3014
575,각산역4번 출입구,35.867834,128.724217,2,대구광역시 동구청,053-662-3014
576,안심역1번 출입구,35.871328,128.733586,2,대구광역시 동구청,053-662-3014
577,달서구청,35.82991524,128.5328365,9,대구광역시 달서구청,053-667-3084
578,성당1동주민센터,35.8391647,128.5581943,1,대구광역시 달서구청,053-667-3084
579,성당2동주민센터,35.84061243,128.5531497,1,대구광역시 달서구청,053-667-3084
580,두류1동주민센터,35.8556984,128.5722,1,대구광역시 달서구청,053-667-3084
581,두류2동주민센터,35.8580976,128.567293,1,대구광역시 달서구청,053-667-3084
582,두류3동주민센터,35.853712,128.5554918,1,대구광역시 달서구청,053-667-3084
583,본리동주민센터,35.84101503,128.5431658,2,대구광역시 달서구청,053-667-3084
584,감삼동주민센터,35.8510218,128.5421776,1,대구광역시 달서구청,053-667-3084
585,죽전동주민센터,35.855797,128.5398201,1,대구광역시 달서구청,053-667-3084
586,장기동주민센터,35.8433981,128.5299636,2,대구광역시 달서구청,053-667-3084
587,용산1동주민센터,35.8566419,128.5312386,2,대구광역시 달서구청,053-667-3084
588,용산2동주민센터,35.858431,128.522993,1,대구광역시 달서구청,053-667-3084
589,이곡1동주민센터,35.8516557,128.5106752,1,대구광역시 달서구청,053-667-3084
590,이곡2동주민센터,35.85575426,128.500776,1,대구광역시 달서구청,053-667-3084
591,신당동주민센터,35.8589763,128.4988484,1,대구광역시 달서구청,053-667-3084
592,월성1동주민센터,35.8195332,128.5228739,1,대구광역시 달서구청,053-667-3084
593,월성2동주민센터,35.8309599,128.5282751,1,대구광역시 달서구청,053-667-3084
594,진천동주민센터,35.8122214,128.5228091,1,대구광역시 달서구청,053-667-3084
595,상인1동주민센터,35.8142773,128.5450464,1,대구광역시 달서구청,053-667-3084
596,상인2동주민센터,35.81255487,128.5362895,2,대구광역시 달서구청,053-667-3084
597,상인3동주민센터,35.8100742,128.5502339,1,대구광역시 달서구청,053-667-3084
598,도원동주민센터,35.8074901,128.5321884,2,대구광역시 달서구청,053-667-3084
599,송현2동주민센터,35.8327943,128.5455827,1,대구광역시 달서구청,053-667-3084
600,첨단문화회관,35.84285866,128.5221241,2,대구광역시 달서구청,053-667-3084
601,도원도서관,35.80679505,128.5390934,3,대구광역시 달서구청,053-667-3084
602,달서어린이도서관,35.8224974,128.5470404,1,대구광역시 달서구청,053-667-3084
603,성서도서관,35.8574197,128.5144743,2,대구광역시 달서구청,053-667-3084
604,서부정류장역,35.8372443,128.5567773,6,대구광역시 달서구청,053-667-3084
605,송현역,35.831016,128.5520993,3,대구광역시 달서구청,053-667-3084
606,월촌역,35.8236615,128.5458879,9,대구광역시 달서구청,053-667-3084
607,상인역,35.81910481,128.537081,51,대구광역시 달서구청,053-667-3084
608,월배역,35.8160112,128.530573,18,대구광역시 달서구청,053-667-3084
609,진천역,35.8134974,128.5225809,19,대구광역시 달서구청,053-667-3084
610,대곡역,35.8092889,128.512785,12,대구광역시 달서구청,053-667-3084
611,반고개역,35.8619374,128.5725853,6,대구광역시 달서구청,053-667-3084
612,내당역,35.8599337,128.564982,7,대구광역시 달서구청,053-667-3084
613,두류역,35.85702656,128.5568928,9,대구광역시 달서구청,053-667-3084
614,감삼역,35.85458949,128.5476884,14,대구광역시 달서구청,053-667-3084
615,죽전역,35.85010674,128.5380378,21,대구광역시 달서구청,053-667-3084
616,용산역,35.84810903,128.5290603,78,대구광역시 달서구청,053-667-3084
617,이곡역,35.8511383,128.5164379,13,대구광역시 달서구청,053-667-3084
618,성서공단역,35.85126015,128.5076161,24,대구광역시 달서구청,053-667-3084
619,계명대역,35.85106594,128.4928597,36,대구광역시 달서구청,053-667-3084
620,강창역,35.85259679,128.47779,20,대구광역시 달서구청,053-667-3084
621,학생문화센터앞,35.8530407,128.5295222,5,대구광역시 달서구청,053-667-3084
622,서부지원,35.8530014,128.5275763,1,대구광역시 달서구청,053-667-3084
623,법조빌딩,35.85169853,128.5279825,1,대구광역시 달서구청,053-667-3084
624,아세아스틸 서편 강변도로,35.84919729,128.4742956,1,대구광역시 달서구청,053-667-3084
625,한전대구전력관리처 서편 강변도로,35.84507821,128.4733544,1,대구광역시 달서구청,053-667-3084
626,삼성명가타운 서편 강변도로,35.85022139,128.473677,1,대구광역시 달서구청,053-667-3084
627,근로자종합복지관 앞,35.8441592,128.4872848,2,대구광역시 달서구청,053-667-3084
628,성서산업단지관리공단 앞,35.8437963,128.5066673,2,대구광역시 달서구청,053-667-3084
